Date,Territory,Region,Category,Product,Value,Volume,Customer_Segment
14-04-2025,Delhi,North,B,P6,71343,259,Wholesale
22-03-2026,Bangalore,West,D,P4,54409,398,Retail
29-07-2025,Delhi,South,D,P5,41175,343,Wholesale
18-04-2026,Mumbai,North,A,P1,5488,328,Wholesale
21-04-2025,Mumbai,North,C,P6,2104,33,Retail
14-04-2025,Chennai,North,E,P2,33329,248,Wholesale
12-11-2025,Mumbai,North,A,P2,6815,155,Retail
20-06-2025,Chennai,South,D,P4,14036,267,Retail
05-04-2026,Mumbai,South,B,P1,10941,353,Retail
22-12-2025,Chennai,West,B,P1,60472,267,Retail
20-11-2025,Delhi,South,C,P6,94918,486,Online
13-05-2025,Bangalore,West,C,P6,16211,363,Retail
11-01-2026,Bangalore,West,D,P5,80548,274,Wholesale
20-10-2025,Bangalore,North,C,P1,99504,92,Wholesale
24-11-2025,Delhi,West,C,P4,91814,489,Online
07-05-2025,Bangalore,North,B,P1,18266,346,Online
16-04-2025,Mumbai,West,E,P6,57044,350,Online
02-04-2025,Chennai,South,B,P1,56641,365,Wholesale
14-10-2025,Delhi,North,B,P2,11689,74,Online
13-01-2026,Bangalore,West,D,P4,10519,170,Wholesale
28-01-2026,Mumbai,South,D,P3,82628,259,Online
20-02-2025,Mumbai,South,E,P4,79960,288,Online
29-01-2025,Delhi,North,A,P4,74157,36,Retail
07-04-2026,Delhi,North,C,P6,95464,394,Retail
23-10-2025,Bangalore,North,C,P3,52254,213,Wholesale
24-10-2025,Chennai,West,B,P6,81310,371,Retail
02-08-2025,Bangalore,North,B,P3,92273,55,Retail
24-09-2025,Bangalore,South,E,P2,88411,498,Retail
11-02-2026,Delhi,South,C,P5,99102,455,Retail
14-09-2025,Bangalore,North,B,P4,10822,117,Retail
29-10-2025,Bangalore,North,B,P4,53348,25,Retail
11-04-2025,Chennai,South,D,P4,41983,446,Retail
09-02-2026,Mumbai,West,A,P4,98735,418,Wholesale
12-12-2025,Mumbai,South,E,P2,32515,153,Retail
20-04-2025,Chennai,South,A,P4,66627,457,Retail
24-02-2026,Mumbai,South,A,P3,26071,8,Online
01-07-2025,Bangalore,North,E,P3,3610,53,Wholesale
16-04-2026,Chennai,West,C,P1,62357,483,Wholesale
09-11-2025,Chennai,West,B,P2,61103,236,Online
01-01-2025,Delhi,North,E,P1,80964,476,Wholesale
15-11-2025,Mumbai,South,B,P4,61110,10,Wholesale
14-03-2026,Delhi,North,D,P2,63468,78,Wholesale
24-02-2025,Bangalore,North,A,P2,87448,349,Retail
06-01-2026,Chennai,West,D,P5,59459,129,Retail
28-02-2026,Bangalore,West,A,P5,1310,186,Retail
03-02-2026,Mumbai,North,C,P1,73846,403,Online
29-05-2025,Delhi,North,E,P1,31151,462,Online
07-03-2026,Mumbai,West,C,P3,5067,276,Retail
02-04-2026,Bangalore,West,A,P3,85191,486,Retail
05-11-2025,Delhi,South,D,P6,7310,304,Wholesale
17-05-2025,Mumbai,North,A,P6,88014,484,Online
21-07-2025,Bangalore,South,C,P6,93477,233,Online
12-03-2026,Mumbai,South,C,P3,75948,72,Wholesale
09-11-2025,Chennai,South,D,P2,76593,254,Online
27-04-2025,Delhi,West,D,P4,48774,314,Retail
03-06-2025,Delhi,South,C,P1,96140,294,Retail
01-03-2026,Delhi,West,A,P3,26238,170,Online
18-10-2025,Chennai,West,A,P2,80583,252,Online
04-03-2025,Delhi,West,E,P5,23231,344,Retail
01-09-2025,Chennai,North,C,P4,27499,7,Online
25-01-2025,Delhi,South,E,P5,47068,491,Online
31-03-2025,Mumbai,West,C,P6,28946,453,Wholesale
16-03-2025,Mumbai,North,E,P5,96242,206,Online
21-10-2025,Mumbai,North,B,P4,61696,457,Retail
21-01-2026,Mumbai,North,A,P2,27009,20,Online
26-01-2026,Chennai,West,A,P5,6621,436,Online
29-07-2025,Bangalore,West,B,P2,13838,26,Retail
20-04-2026,Bangalore,West,D,P5,76831,89,Retail
22-02-2026,Mumbai,North,B,P3,77644,340,Online
13-12-2025,Bangalore,West,A,P6,16715,56,Online
17-01-2025,Bangalore,South,C,P4,56200,198,Online
08-05-2025,Delhi,West,E,P1,70743,255,Online
03-03-2026,Chennai,West,A,P4,62587,455,Online
19-03-2026,Mumbai,South,B,P5,76059,228,Online
30-12-2025,Bangalore,West,C,P5,52745,62,Wholesale
08-09-2025,Bangalore,West,A,P6,65099,241,Retail
28-06-2025,Mumbai,West,B,P3,38644,384,Online
01-07-2025,Delhi,West,A,P3,25634,446,Retail
01-06-2025,Mumbai,North,B,P4,39324,292,Wholesale
25-01-2025,Delhi,West,B,P1,19936,276,Retail
31-03-2026,Bangalore,South,A,P6,63864,494,Retail
29-06-2025,Chennai,South,C,P4,21934,402,Retail
17-07-2025,Delhi,North,A,P1,38420,456,Wholesale
10-12-2025,Delhi,West,A,P2,72982,27,Online
10-06-2025,Mumbai,South,C,P5,26805,389,Wholesale
26-06-2025,Bangalore,North,A,P2,72519,351,Wholesale
12-10-2025,Chennai,West,E,P4,81495,430,Wholesale
04-03-2025,Mumbai,North,E,P1,34520,297,Retail
30-05-2025,Mumbai,West,E,P1,24454,85,Wholesale
03-06-2025,Chennai,North,B,P2,96087,52,Wholesale
05-06-2025,Bangalore,North,D,P3,69731,387,Retail
05-01-2026,Chennai,South,A,P3,8838,314,Retail
14-04-2026,Mumbai,South,D,P6,68072,346,Retail
18-02-2025,Mumbai,North,E,P2,8341,465,Wholesale
31-03-2026,Delhi,West,C,P3,82697,251,Retail
03-12-2025,Chennai,West,E,P1,88257,478,Online
25-03-2025,Chennai,West,A,P4,40605,215,Online
27-12-2025,Chennai,West,D,P3,35490,409,Retail
26-06-2025,Mumbai,West,D,P6,9797,498,Wholesale
28-05-2025,Bangalore,South,B,P1,54288,196,Wholesale
28-04-2025,Mumbai,North,C,P6,24602,120,Online
08-12-2025,Delhi,South,E,P4,61932,425,Wholesale
21-04-2026,Mumbai,West,C,P1,38207,203,Online
04-03-2025,Mumbai,North,A,P5,65393,446,Retail
08-07-2025,Mumbai,West,B,P4,63117,297,Online
26-12-2025,Delhi,West,E,P5,63370,230,Wholesale
18-02-2025,Chennai,North,A,P3,29353,466,Online
23-11-2025,Bangalore,West,C,P6,24516,289,Wholesale
14-09-2025,Bangalore,South,B,P3,1658,228,Online
12-08-2025,Delhi,South,E,P1,11917,38,Retail
21-05-2025,Chennai,South,C,P2,43420,146,Online
23-04-2026,Chennai,West,E,P1,15711,438,Retail
03-08-2025,Delhi,South,B,P6,73241,49,Retail
11-03-2026,Mumbai,West,B,P6,67395,317,Retail
14-01-2026,Chennai,West,C,P6,61476,16,Wholesale
16-03-2026,Bangalore,South,E,P5,31574,214,Retail
30-07-2025,Delhi,South,D,P6,94684,85,Wholesale
14-11-2025,Bangalore,West,A,P4,23262,242,Retail
01-02-2025,Mumbai,West,B,P2,27870,300,Online
07-06-2025,Delhi,West,E,P1,69549,31,Online
12-10-2025,Bangalore,West,C,P5,67267,95,Retail
01-11-2025,Bangalore,South,C,P5,52557,155,Online
05-03-2026,Mumbai,West,B,P3,42352,169,Online
22-04-2026,Delhi,West,B,P1,99995,114,Wholesale
13-10-2025,Chennai,West,D,P1,52537,485,Wholesale
24-05-2025,Chennai,West,C,P6,62430,259,Online
28-02-2026,Bangalore,West,E,P6,89990,95,Retail
19-01-2025,Mumbai,North,A,P5,69437,162,Retail
18-01-2025,Bangalore,North,A,P1,6187,474,Wholesale
14-09-2025,Mumbai,North,D,P6,53384,216,Online
19-03-2025,Chennai,South,E,P3,42571,138,Wholesale
06-01-2026,Bangalore,West,A,P2,2442,57,Retail
24-06-2025,Bangalore,South,A,P5,33012,413,Wholesale
13-07-2025,Mumbai,West,E,P3,46646,166,Online
21-04-2026,Delhi,North,E,P3,56484,205,Retail
23-04-2025,Mumbai,West,B,P4,16323,101,Online
24-04-2025,Delhi,South,A,P2,69449,487,Retail
10-08-2025,Chennai,South,A,P3,95144,371,Online
15-06-2025,Bangalore,West,D,P4,35357,262,Online
11-03-2026,Bangalore,South,B,P4,91270,142,Wholesale
15-11-2025,Mumbai,North,B,P1,2072,222,Retail
12-05-2025,Mumbai,West,A,P6,52861,231,Online
20-01-2026,Chennai,North,C,P3,99204,241,Retail
21-09-2025,Chennai,North,C,P5,52392,388,Wholesale
17-02-2026,Delhi,South,E,P1,6167,429,Online
24-02-2025,Chennai,West,B,P2,65091,476,Retail
25-12-2025,Chennai,North,A,P6,66640,295,Wholesale
11-05-2025,Chennai,North,A,P5,34729,202,Online
15-10-2025,Chennai,West,A,P5,1280,54,Retail
23-09-2025,Delhi,South,D,P4,54268,154,Wholesale
03-04-2026,Chennai,North,C,P3,20940,226,Wholesale
12-04-2026,Delhi,West,D,P4,80641,285,Online
01-01-2026,Mumbai,West,A,P4,52840,62,Online
11-06-2025,Bangalore,North,A,P3,35207,392,Online
15-01-2026,Mumbai,North,B,P3,62000,167,Retail
28-03-2025,Chennai,North,B,P3,1173,402,Wholesale
24-02-2025,Bangalore,South,C,P4,29932,201,Wholesale
21-04-2026,Chennai,South,E,P6,74895,278,Online
15-10-2025,Chennai,West,A,P3,4216,146,Wholesale
27-06-2025,Mumbai,West,B,P3,67100,165,Online
26-01-2026,Chennai,North,C,P5,13508,367,Online
15-12-2025,Mumbai,West,D,P4,36435,161,Wholesale
08-01-2025,Chennai,South,A,P3,59706,432,Wholesale
17-11-2025,Delhi,West,E,P4,59215,237,Retail
09-11-2025,Bangalore,West,C,P2,79620,48,Online
04-09-2025,Mumbai,North,E,P1,65370,386,Wholesale
19-11-2025,Mumbai,North,A,P5,21043,249,Online
17-04-2026,Bangalore,South,C,P5,13842,26,Wholesale
16-04-2026,Mumbai,West,B,P4,48246,145,Online
19-03-2026,Bangalore,West,E,P3,57481,260,Online
12-09-2025,Delhi,West,D,P4,6721,9,Online
24-11-2025,Chennai,North,D,P6,62309,266,Online
23-02-2025,Delhi,South,E,P1,82826,241,Online
06-09-2025,Chennai,West,A,P5,57284,325,Retail
27-08-2025,Bangalore,West,A,P5,74632,422,Wholesale
17-08-2025,Delhi,West,A,P1,64840,305,Wholesale
08-03-2025,Chennai,West,D,P4,46283,40,Retail
20-02-2025,Bangalore,South,D,P5,74693,177,Retail
07-04-2025,Chennai,South,B,P3,97914,470,Retail
02-04-2025,Mumbai,South,A,P4,75847,489,Retail
21-09-2025,Mumbai,North,D,P3,67560,19,Online
22-02-2026,Bangalore,West,D,P6,68762,37,Retail
18-10-2025,Chennai,West,A,P6,19592,225,Retail
06-04-2025,Mumbai,West,A,P6,96769,305,Retail
29-03-2025,Delhi,West,D,P2,60305,242,Retail
19-03-2025,Chennai,South,E,P1,93204,390,Online
15-10-2025,Chennai,North,D,P6,2690,320,Retail
30-04-2025,Mumbai,North,B,P5,89882,407,Wholesale
29-10-2025,Mumbai,West,C,P1,25787,462,Wholesale
04-02-2026,Bangalore,South,A,P1,76274,31,Online
28-03-2026,Chennai,North,B,P3,9391,53,Online
14-06-2025,Delhi,North,E,P5,39521,33,Wholesale
01-07-2025,Mumbai,West,C,P2,4259,17,Online
14-04-2026,Chennai,North,D,P1,30418,65,Wholesale
02-02-2026,Mumbai,West,A,P3,66225,255,Online
11-08-2025,Bangalore,South,D,P6,1371,460,Online
07-11-2025,Chennai,West,B,P3,53572,67,Retail
08-03-2026,Chennai,North,A,P6,49391,173,Wholesale
11-04-2026,Bangalore,West,D,P5,88465,228,Online
07-01-2025,Delhi,West,A,P4,26588,88,Wholesale
26-11-2025,Mumbai,West,B,P4,68685,233,Online
20-09-2025,Bangalore,West,D,P2,33448,240,Wholesale
10-06-2025,Chennai,West,C,P6,82248,206,Retail
31-05-2025,Bangalore,West,E,P3,46929,37,Retail
26-03-2025,Chennai,North,D,P4,61794,348,Retail
27-05-2025,Bangalore,West,A,P1,48942,283,Wholesale
22-04-2025,Delhi,North,D,P2,75806,148,Wholesale
16-01-2026,Chennai,West,A,P6,84256,463,Online
07-02-2026,Bangalore,South,B,P1,3470,426,Retail
05-02-2025,Delhi,West,E,P4,13953,409,Wholesale
12-10-2025,Delhi,North,A,P3,42464,108,Wholesale
07-07-2025,Mumbai,North,D,P4,92748,70,Retail
23-03-2025,Chennai,South,B,P2,30025,179,Wholesale
02-01-2025,Mumbai,West,C,P6,94256,110,Online
20-01-2026,Delhi,South,D,P2,39933,462,Retail
30-10-2025,Mumbai,West,E,P1,32374,167,Retail
16-07-2025,Mumbai,West,B,P1,56744,377,Retail
08-02-2026,Bangalore,North,D,P2,59513,362,Retail
11-01-2025,Mumbai,South,A,P1,10186,30,Wholesale
22-08-2025,Delhi,South,A,P5,58184,47,Retail
21-01-2026,Mumbai,North,A,P6,83307,175,Online
14-07-2025,Chennai,North,D,P2,95241,50,Retail
16-04-2026,Bangalore,South,E,P6,42263,284,Wholesale
29-04-2025,Delhi,North,A,P1,91194,287,Online
31-01-2026,Mumbai,West,D,P6,39447,201,Online
20-01-2025,Chennai,South,D,P4,25395,252,Online
18-09-2025,Delhi,South,E,P3,41634,304,Online
20-10-2025,Mumbai,North,B,P5,82839,194,Retail
26-02-2026,Bangalore,West,B,P5,69904,437,Retail
13-09-2025,Mumbai,South,D,P3,50518,316,Online
10-08-2025,Delhi,South,B,P3,85016,47,Wholesale
28-01-2026,Delhi,West,C,P6,39582,173,Wholesale
14-08-2025,Delhi,North,E,P6,23107,129,Online
22-02-2025,Chennai,North,D,P4,12907,194,Wholesale
04-03-2026,Mumbai,North,B,P6,83398,496,Online
21-12-2025,Mumbai,North,B,P3,41763,119,Online
08-12-2025,Mumbai,West,E,P5,35690,476,Retail
30-12-2025,Bangalore,West,A,P4,44750,356,Retail
07-10-2025,Chennai,South,B,P3,89910,23,Online
22-03-2025,Chennai,South,E,P4,87928,404,Retail
21-07-2025,Bangalore,West,A,P4,65379,417,Wholesale
07-06-2025,Chennai,South,D,P6,27703,350,Retail
30-04-2025,Bangalore,West,A,P6,91223,230,Online
28-02-2025,Delhi,North,B,P1,86785,89,Online
03-08-2025,Delhi,West,D,P3,83197,48,Online
08-05-2025,Chennai,West,D,P6,7542,400,Wholesale
12-08-2025,Delhi,South,A,P1,77287,102,Retail
28-07-2025,Delhi,West,D,P6,57059,495,Retail
05-01-2026,Delhi,North,A,P5,7475,423,Retail
25-04-2025,Mumbai,North,A,P4,91278,135,Online
28-07-2025,Delhi,South,A,P5,5994,318,Wholesale
14-01-2025,Mumbai,South,E,P4,32163,172,Online
09-01-2025,Bangalore,West,B,P3,8860,353,Retail
09-02-2025,Bangalore,South,D,P2,43422,226,Wholesale
26-03-2026,Bangalore,North,C,P3,26089,337,Retail
25-08-2025,Bangalore,South,B,P4,42366,433,Online
08-10-2025,Bangalore,South,C,P2,82277,104,Online
25-12-2025,Delhi,North,A,P2,26558,4,Wholesale
20-07-2025,Delhi,West,D,P3,42671,269,Wholesale
03-09-2025,Delhi,West,B,P5,49553,282,Wholesale
05-10-2025,Bangalore,South,C,P3,14931,397,Retail
23-08-2025,Bangalore,North,C,P4,71795,352,Retail
04-01-2025,Mumbai,North,C,P5,46256,427,Wholesale
03-06-2025,Chennai,North,B,P4,11476,396,Online
18-03-2026,Delhi,West,E,P6,28102,376,Online
29-01-2025,Chennai,North,A,P6,2536,462,Wholesale
19-04-2025,Bangalore,North,D,P5,2890,85,Online
08-04-2025,Bangalore,West,C,P1,64029,289,Online
03-08-2025,Bangalore,North,B,P5,98015,489,Online
20-10-2025,Chennai,West,C,P1,48914,323,Wholesale
16-03-2025,Mumbai,South,B,P4,79342,263,Retail
22-11-2025,Bangalore,South,E,P3,68995,207,Retail
26-05-2025,Mumbai,South,C,P4,18135,7,Retail
08-05-2025,Mumbai,South,C,P3,6893,299,Wholesale
07-12-2025,Delhi,South,D,P6,65275,176,Online
11-02-2025,Chennai,West,B,P1,62411,218,Retail
22-12-2025,Bangalore,West,B,P3,37389,154,Online
10-02-2025,Mumbai,West,E,P4,79525,76,Online
26-02-2026,Chennai,North,C,P4,73859,443,Wholesale
03-02-2025,Chennai,South,D,P4,33779,116,Wholesale
17-01-2025,Bangalore,North,A,P5,62174,184,Wholesale
14-06-2025,Delhi,North,D,P4,5267,168,Wholesale
02-06-2025,Delhi,North,D,P5,37366,365,Retail
13-01-2026,Mumbai,South,D,P2,20829,66,Online
17-03-2025,Delhi,North,D,P1,3004,104,Retail
28-03-2025,Delhi,South,C,P2,58681,143,Online
27-04-2025,Delhi,South,D,P2,29591,44,Retail
28-12-2025,Chennai,South,B,P5,50215,223,Online
08-12-2025,Bangalore,North,B,P5,59064,443,Wholesale
14-04-2026,Chennai,South,D,P1,97982,357,Wholesale
27-01-2025,Chennai,South,B,P1,73145,418,Online
09-11-2025,Bangalore,West,C,P6,30462,140,Retail
14-10-2025,Chennai,North,A,P1,12845,134,Online
14-05-2025,Mumbai,West,D,P4,85337,123,Wholesale
07-08-2025,Mumbai,West,B,P4,63628,488,Wholesale
17-06-2025,Chennai,North,B,P1,98342,224,Wholesale
08-04-2025,Delhi,West,C,P5,21444,100,Retail
25-09-2025,Chennai,South,C,P2,53219,138,Online
25-08-2025,Delhi,West,A,P1,78481,80,Retail
05-11-2025,Chennai,West,E,P6,2691,381,Wholesale
31-03-2026,Mumbai,South,E,P1,17271,409,Wholesale
29-01-2026,Delhi,West,E,P2,74154,478,Retail
22-06-2025,Mumbai,South,A,P3,88657,40,Online
05-02-2026,Chennai,North,D,P1,68857,221,Retail
14-02-2026,Bangalore,West,E,P1,90488,432,Wholesale
14-04-2026,Delhi,North,E,P4,37169,343,Online
21-04-2026,Delhi,West,B,P2,96460,487,Online
09-07-2025,Chennai,South,B,P6,75392,440,Online
02-05-2025,Chennai,West,D,P1,48459,316,Wholesale
15-02-2025,Delhi,North,C,P6,35286,108,Wholesale
05-03-2025,Bangalore,South,A,P1,64791,391,Wholesale
10-05-2025,Chennai,South,E,P3,3225,113,Wholesale
06-11-2025,Chennai,North,A,P2,49146,175,Retail
29-12-2025,Chennai,North,B,P1,84913,380,Online
12-07-2025,Bangalore,West,A,P3,63794,14,Retail
03-11-2025,Delhi,West,B,P1,83180,357,Wholesale
30-06-2025,Mumbai,South,A,P5,18669,130,Wholesale
19-10-2025,Chennai,North,B,P3,99690,191,Online
06-01-2026,Bangalore,North,A,P6,91412,293,Online
09-10-2025,Delhi,West,E,P5,67789,325,Wholesale
29-01-2025,Delhi,West,E,P1,60978,102,Wholesale
29-05-2025,Bangalore,South,D,P3,39588,238,Online
24-09-2025,Chennai,North,A,P2,32082,278,Wholesale
23-10-2025,Mumbai,North,C,P6,85713,326,Retail
11-01-2025,Chennai,North,D,P4,23703,301,Retail
13-06-2025,Delhi,North,A,P1,42367,263,Online
23-04-2025,Mumbai,West,C,P3,93719,498,Retail
06-07-2025,Chennai,West,E,P5,66945,484,Wholesale
22-10-2025,Mumbai,West,E,P3,68287,261,Online
20-08-2025,Bangalore,South,E,P2,24271,154,Wholesale
15-08-2025,Chennai,North,C,P3,58392,92,Wholesale
06-11-2025,Delhi,West,B,P5,60337,47,Online
08-04-2025,Delhi,North,A,P1,49737,343,Wholesale
24-02-2025,Mumbai,West,D,P6,70404,66,Retail
21-04-2025,Bangalore,South,D,P5,1281,488,Wholesale
01-06-2025,Chennai,West,E,P6,45498,242,Retail
03-09-2025,Bangalore,South,B,P6,42428,149,Wholesale
10-02-2026,Bangalore,North,A,P5,35002,377,Online
10-03-2025,Mumbai,West,A,P5,57446,253,Wholesale
08-11-2025,Mumbai,West,D,P4,79845,322,Online
16-10-2025,Chennai,West,D,P6,5391,258,Online
07-09-2025,Delhi,North,D,P1,40525,274,Wholesale
05-02-2025,Chennai,South,A,P4,96250,231,Retail
27-08-2025,Bangalore,South,D,P6,30325,219,Wholesale
28-05-2025,Mumbai,West,A,P3,33034,192,Retail
12-04-2026,Bangalore,North,E,P1,85817,302,Wholesale
15-08-2025,Mumbai,South,B,P1,70467,197,Retail
01-09-2025,Delhi,South,D,P6,30842,265,Online
03-12-2025,Bangalore,South,A,P3,71744,142,Retail
22-03-2026,Mumbai,South,E,P3,42199,68,Online
31-12-2025,Chennai,South,C,P5,43864,193,Online
20-07-2025,Chennai,West,E,P6,61246,296,Wholesale
03-06-2025,Chennai,West,B,P6,98713,150,Online
26-03-2026,Bangalore,West,E,P1,43732,15,Online
14-03-2025,Mumbai,South,D,P2,44659,409,Wholesale
20-07-2025,Mumbai,South,D,P6,75847,320,Retail
23-10-2025,Mumbai,South,C,P5,36826,179,Wholesale
17-01-2025,Bangalore,West,A,P1,25757,160,Retail
09-05-2025,Mumbai,South,E,P3,73417,223,Retail
05-08-2025,Delhi,West,C,P3,13480,426,Wholesale
02-03-2025,Bangalore,South,D,P2,20593,215,Online
03-03-2026,Delhi,West,A,P1,90882,145,Retail
14-04-2025,Delhi,North,A,P4,59955,382,Online
11-02-2025,Chennai,South,B,P5,17876,162,Retail
25-01-2025,Bangalore,South,D,P1,12107,453,Wholesale
08-02-2025,Mumbai,West,A,P4,78044,47,Retail
18-10-2025,Delhi,South,B,P3,36680,170,Online
11-05-2025,Bangalore,West,B,P3,17195,350,Online
17-08-2025,Mumbai,West,D,P4,49532,50,Online
18-04-2025,Chennai,North,A,P4,97625,109,Wholesale
21-06-2025,Bangalore,North,A,P2,7800,181,Wholesale
11-03-2026,Bangalore,South,E,P1,49033,478,Online
23-04-2026,Bangalore,South,A,P3,83765,14,Wholesale
12-04-2025,Mumbai,West,B,P5,45553,473,Wholesale
20-12-2025,Delhi,West,C,P3,1120,67,Wholesale
12-01-2025,Delhi,West,D,P1,78759,230,Wholesale
02-10-2025,Bangalore,West,C,P4,65738,20,Wholesale
11-04-2025,Bangalore,South,A,P2,64438,445,Wholesale
13-02-2025,Mumbai,North,B,P3,21390,151,Wholesale
19-03-2026,Chennai,South,C,P2,35621,23,Wholesale
01-11-2025,Bangalore,South,D,P4,54326,405,Wholesale
21-03-2026,Bangalore,South,E,P6,57665,428,Retail
17-01-2025,Chennai,North,C,P1,23039,389,Online
26-11-2025,Bangalore,South,E,P3,5916,52,Wholesale
26-02-2025,Delhi,North,A,P1,54536,201,Retail
07-11-2025,Bangalore,West,A,P5,88876,423,Retail
30-10-2025,Delhi,South,D,P1,27573,22,Retail
12-01-2025,Mumbai,West,E,P6,53394,211,Retail
14-11-2025,Mumbai,West,E,P4,30958,69,Retail
21-03-2025,Delhi,West,D,P4,90950,196,Online
04-08-2025,Delhi,South,C,P5,25947,149,Retail
05-12-2025,Chennai,West,D,P1,52004,466,Online
21-09-2025,Delhi,South,A,P6,75271,133,Retail
24-04-2026,Delhi,West,E,P4,1496,445,Online
29-05-2025,Bangalore,South,B,P4,49186,231,Online
22-03-2025,Chennai,South,B,P4,76805,77,Retail
03-08-2025,Delhi,South,A,P4,80393,254,Wholesale
09-01-2026,Delhi,West,E,P2,85283,218,Online
09-04-2026,Delhi,South,E,P3,75187,208,Wholesale
17-07-2025,Bangalore,West,D,P2,7877,124,Wholesale
19-07-2025,Bangalore,North,C,P4,67967,11,Retail
25-01-2025,Bangalore,West,D,P6,90270,67,Wholesale
11-04-2026,Mumbai,West,B,P1,7390,324,Online
30-03-2025,Bangalore,South,E,P2,81924,369,Retail
25-09-2025,Delhi,West,C,P5,58522,393,Wholesale
23-05-2025,Bangalore,North,D,P3,25056,350,Wholesale
28-02-2025,Bangalore,South,C,P1,41312,51,Retail
14-02-2026,Chennai,West,B,P2,38141,316,Retail
31-12-2025,Delhi,West,C,P3,24827,301,Retail
26-01-2025,Bangalore,South,E,P6,35084,444,Wholesale
16-02-2025,Mumbai,South,C,P2,24679,58,Retail
15-10-2025,Chennai,West,C,P5,94928,76,Retail
23-09-2025,Bangalore,West,D,P4,38170,182,Retail
16-01-2025,Chennai,South,C,P5,79920,255,Online
18-07-2025,Chennai,South,C,P4,75100,49,Online
05-02-2026,Mumbai,North,B,P3,26301,397,Retail
11-02-2026,Mumbai,North,C,P2,99737,149,Online
09-10-2025,Mumbai,North,D,P2,43703,235,Wholesale
14-04-2026,Delhi,South,D,P5,57381,234,Retail
27-03-2025,Chennai,South,E,P1,17123,277,Wholesale
07-09-2025,Bangalore,South,B,P3,63507,411,Retail
26-01-2026,Mumbai,West,A,P6,84313,325,Wholesale
27-09-2025,Mumbai,South,E,P4,89924,81,Online
01-12-2025,Chennai,West,C,P3,87010,311,Retail
27-04-2025,Chennai,South,B,P6,48626,85,Retail
07-01-2025,Chennai,South,E,P5,85661,449,Online
17-05-2025,Bangalore,West,D,P6,40394,16,Wholesale
06-01-2026,Delhi,South,B,P2,53403,488,Retail
25-06-2025,Delhi,South,B,P4,23138,406,Online
24-11-2025,Mumbai,South,C,P4,50173,343,Online
11-11-2025,Delhi,North,B,P6,99818,148,Online
03-08-2025,Bangalore,South,B,P4,77526,384,Online
22-04-2026,Delhi,West,A,P4,65203,433,Wholesale
23-03-2025,Bangalore,West,C,P3,12261,328,Retail
11-08-2025,Mumbai,West,B,P3,77608,302,Retail
23-04-2026,Chennai,South,B,P6,32477,305,Online
07-01-2026,Bangalore,West,A,P5,31393,361,Online
27-02-2026,Chennai,North,A,P6,5778,102,Online
06-02-2026,Mumbai,West,D,P6,48961,222,Retail
19-03-2026,Bangalore,South,C,P2,1993,66,Retail
13-04-2025,Bangalore,North,A,P6,97828,62,Retail
30-09-2025,Delhi,West,B,P6,80862,376,Online
14-01-2025,Bangalore,North,A,P2,76100,121,Wholesale
08-06-2025,Mumbai,West,E,P3,68124,191,Retail
01-06-2025,Chennai,South,D,P5,64469,160,Wholesale
18-04-2025,Bangalore,North,D,P1,63112,467,Retail
07-07-2025,Mumbai,West,C,P6,58567,269,Online
28-10-2025,Mumbai,West,D,P6,87552,170,Online
08-04-2025,Bangalore,North,C,P6,81177,472,Retail
11-05-2025,Delhi,North,E,P4,48089,266,Online
20-10-2025,Bangalore,North,B,P6,87318,175,Online
20-06-2025,Bangalore,North,E,P2,82593,197,Retail
28-02-2026,Delhi,West,C,P4,18763,219,Wholesale
19-04-2026,Mumbai,West,C,P2,22057,444,Wholesale
02-07-2025,Bangalore,West,C,P6,49846,445,Online
16-04-2026,Delhi,South,B,P1,39156,58,Online
30-12-2025,Chennai,North,C,P6,66449,244,Wholesale
08-02-2025,Chennai,West,E,P2,19949,250,Retail
15-01-2025,Delhi,North,B,P6,12817,25,Retail
11-01-2026,Mumbai,North,E,P1,3210,71,Wholesale
04-01-2025,Delhi,West,B,P2,88276,380,Online
15-12-2025,Mumbai,North,C,P3,43065,318,Retail
15-04-2026,Chennai,North,B,P4,95981,61,Wholesale
13-02-2026,Bangalore,North,A,P5,13877,173,Wholesale
01-02-2026,Delhi,North,E,P5,1147,27,Online
29-07-2025,Chennai,North,A,P2,32694,308,Wholesale
10-06-2025,Bangalore,West,A,P5,21076,187,Wholesale
16-01-2025,Chennai,West,C,P6,72215,469,Online
02-03-2026,Delhi,North,C,P4,39871,299,Retail
18-04-2025,Delhi,North,A,P3,49715,28,Wholesale
17-01-2026,Bangalore,North,B,P3,67829,277,Online
26-03-2026,Delhi,South,C,P1,74717,162,Online
07-11-2025,Chennai,North,E,P5,73514,85,Retail
15-08-2025,Bangalore,South,A,P6,69617,47,Wholesale
19-06-2025,Bangalore,South,E,P4,24961,283,Wholesale
03-02-2025,Chennai,South,E,P5,24774,271,Wholesale
18-02-2026,Mumbai,West,E,P4,76328,499,Wholesale
08-09-2025,Bangalore,South,A,P1,13465,5,Wholesale
04-09-2025,Mumbai,North,D,P6,92312,320,Retail
26-09-2025,Chennai,North,C,P5,7687,273,Wholesale
21-05-2025,Chennai,West,E,P3,60218,392,Online
01-10-2025,Bangalore,West,A,P1,4097,57,Wholesale
20-02-2026,Delhi,North,D,P6,69804,313,Retail
06-04-2025,Bangalore,West,A,P5,5837,48,Retail
