sales_id,Date,Territory,territory_key,Region,region_key,Category,Product,Value,Volume,Customer_Segment,customer_segment_key
SALE-003262,07-08-2025,Chennai,2,West,3,C,P5,41774,22,Retail,2
SALE-003263,09-02-2026,Bangalore,1,West,3,A,P5,42136,97,Retail,2
SALE-003264,03-09-2025,Bangalore,1,West,3,C,P4,21106,107,Online,1
SALE-003265,18-08-2025,Delhi,3,West,3,D,P1,91552,80,Online,1
SALE-003266,20-03-2025,Chennai,2,West,3,A,P5,24248,193,Retail,2
SALE-003267,29-05-2025,Delhi,3,West,3,B,P2,36346,498,Online,1
SALE-003268,18-05-2025,Mumbai,4,West,3,E,P2,22573,43,Online,1
SALE-003269,16-04-2026,Bangalore,1,South,2,D,P3,44635,233,Retail,2
SALE-003270,10-11-2025,Chennai,2,North,1,E,P3,24505,238,Retail,2
SALE-003271,11-01-2026,Mumbai,4,West,3,E,P2,42481,171,Online,1
SALE-003272,27-02-2026,Bangalore,1,South,2,A,P2,18664,65,Wholesale,3
SALE-003273,24-01-2026,Chennai,2,West,3,B,P1,39144,267,Online,1
SALE-003274,06-03-2025,Bangalore,1,West,3,C,P5,89622,126,Online,1
SALE-003275,13-01-2025,Chennai,2,North,1,A,P1,48098,233,Wholesale,3
SALE-003276,01-08-2025,Bangalore,1,South,2,B,P3,52866,342,Wholesale,3
SALE-003277,19-04-2026,Delhi,3,West,3,C,P3,95872,93,Wholesale,3
SALE-003278,30-08-2025,Bangalore,1,North,1,C,P3,41153,34,Wholesale,3
SALE-003279,01-08-2025,Bangalore,1,North,1,B,P5,44622,490,Online,1
SALE-003280,30-06-2025,Chennai,2,West,3,C,P4,71537,67,Wholesale,3
SALE-003281,04-12-2025,Chennai,2,West,3,D,P3,45195,223,Retail,2
SALE-003282,22-06-2025,Delhi,3,South,2,D,P3,56213,249,Online,1
SALE-003283,09-06-2025,Chennai,2,South,2,A,P1,7535,461,Retail,2
SALE-003284,13-06-2025,Bangalore,1,West,3,C,P1,10184,314,Retail,2
SALE-003285,10-04-2026,Chennai,2,West,3,C,P4,92069,267,Online,1
SALE-003286,07-07-2025,Chennai,2,North,1,B,P6,10116,50,Online,1
SALE-003287,30-01-2026,Chennai,2,South,2,D,P4,25628,110,Online,1
SALE-003288,10-07-2025,Delhi,3,West,3,E,P4,36809,357,Wholesale,3
SALE-003289,09-02-2026,Delhi,3,West,3,A,P4,25026,200,Wholesale,3
SALE-003290,04-11-2025,Mumbai,4,South,2,D,P1,72666,266,Retail,2
SALE-003291,13-09-2025,Delhi,3,West,3,B,P3,65361,358,Online,1
SALE-003292,02-07-2025,Delhi,3,North,1,A,P1,20652,463,Retail,2
SALE-003293,27-04-2025,Delhi,3,North,1,E,P2,91793,8,Retail,2
SALE-003294,09-10-2025,Bangalore,1,West,3,A,P2,9821,448,Wholesale,3
SALE-003295,15-07-2025,Mumbai,4,South,2,D,P6,69682,158,Online,1
SALE-003296,03-02-2025,Bangalore,1,North,1,E,P3,84776,164,Wholesale,3
SALE-003297,21-02-2025,Delhi,3,South,2,B,P4,21684,30,Wholesale,3
SALE-003298,22-04-2025,Delhi,3,South,2,A,P3,55867,440,Wholesale,3
SALE-003299,09-09-2025,Mumbai,4,South,2,D,P2,69129,95,Wholesale,3
SALE-003300,23-03-2025,Mumbai,4,North,1,B,P6,22856,361,Online,1
SALE-003301,20-08-2025,Chennai,2,North,1,E,P3,52725,453,Wholesale,3
SALE-003302,15-08-2025,Delhi,3,West,3,A,P4,77724,403,Retail,2
SALE-003303,21-08-2025,Delhi,3,South,2,C,P6,26931,49,Wholesale,3
SALE-003304,09-08-2025,Bangalore,1,North,1,D,P6,34543,226,Wholesale,3
SALE-003305,12-03-2026,Chennai,2,North,1,D,P1,96620,77,Wholesale,3
SALE-003306,17-02-2026,Delhi,3,West,3,C,P4,43878,113,Online,1
SALE-003307,26-02-2026,Bangalore,1,North,1,B,P1,87655,250,Wholesale,3
SALE-003308,11-02-2025,Mumbai,4,North,1,D,P2,68650,446,Wholesale,3
SALE-003309,21-01-2025,Bangalore,1,North,1,B,P5,30829,445,Retail,2
SALE-003310,11-02-2025,Delhi,3,West,3,E,P3,46911,409,Wholesale,3
SALE-003311,01-02-2026,Bangalore,1,West,3,C,P5,10428,462,Wholesale,3
SALE-003312,23-04-2025,Bangalore,1,South,2,B,P4,43484,395,Online,1
SALE-003313,15-04-2025,Chennai,2,North,1,E,P1,93792,30,Wholesale,3
SALE-003314,11-07-2025,Chennai,2,West,3,A,P4,55819,71,Wholesale,3
SALE-003315,17-01-2025,Mumbai,4,West,3,D,P4,27812,250,Wholesale,3
SALE-003316,30-04-2025,Chennai,2,West,3,C,P2,18625,194,Retail,2
SALE-003317,28-01-2026,Bangalore,1,South,2,A,P4,63843,291,Wholesale,3
SALE-003318,01-03-2026,Chennai,2,South,2,A,P3,21224,427,Online,1
SALE-003319,09-05-2025,Delhi,3,South,2,A,P2,55447,451,Online,1
SALE-003320,10-05-2025,Bangalore,1,South,2,B,P5,11450,481,Retail,2
SALE-003321,01-03-2025,Bangalore,1,South,2,D,P4,13630,435,Wholesale,3
SALE-003322,17-02-2025,Bangalore,1,North,1,C,P5,75721,46,Retail,2
SALE-003323,29-01-2025,Delhi,3,North,1,D,P3,58690,190,Wholesale,3
SALE-003324,07-04-2025,Bangalore,1,West,3,D,P3,27946,252,Online,1
SALE-003325,10-01-2025,Chennai,2,South,2,D,P3,43470,446,Wholesale,3
SALE-003326,30-08-2025,Delhi,3,South,2,E,P5,56372,32,Retail,2
SALE-003327,10-11-2025,Bangalore,1,West,3,E,P5,35726,401,Retail,2
SALE-003328,20-03-2026,Chennai,2,North,1,E,P1,92087,499,Online,1
SALE-003329,20-08-2025,Chennai,2,South,2,E,P2,19434,435,Retail,2
SALE-003330,04-10-2025,Mumbai,4,South,2,D,P6,74156,156,Online,1
SALE-003331,11-10-2025,Chennai,2,South,2,D,P4,81822,85,Online,1
SALE-003332,22-07-2025,Chennai,2,North,1,C,P2,99306,256,Retail,2
SALE-003333,04-09-2025,Mumbai,4,North,1,C,P3,69379,307,Online,1
SALE-003334,17-10-2025,Mumbai,4,South,2,C,P4,67803,19,Retail,2
SALE-003335,21-09-2025,Delhi,3,South,2,C,P1,3474,353,Wholesale,3
SALE-003336,19-03-2026,Chennai,2,West,3,C,P2,58885,185,Online,1
SALE-003337,02-08-2025,Delhi,3,West,3,E,P3,51577,331,Wholesale,3
SALE-003338,19-07-2025,Delhi,3,North,1,D,P4,88556,225,Wholesale,3
SALE-003339,09-03-2026,Bangalore,1,West,3,C,P4,13117,471,Online,1
SALE-003340,20-03-2025,Delhi,3,South,2,B,P3,11860,135,Retail,2
SALE-003341,05-02-2026,Delhi,3,North,1,C,P5,27687,392,Retail,2
SALE-003342,20-03-2026,Delhi,3,West,3,C,P2,83650,158,Wholesale,3
SALE-003343,09-12-2025,Delhi,3,North,1,D,P4,96528,263,Retail,2
SALE-003344,10-12-2025,Mumbai,4,South,2,E,P5,38960,239,Online,1
SALE-003345,22-06-2025,Chennai,2,West,3,A,P1,18347,58,Wholesale,3
SALE-003346,12-04-2026,Bangalore,1,West,3,D,P4,52614,240,Retail,2
SALE-003347,10-03-2025,Mumbai,4,West,3,E,P4,12385,86,Retail,2
SALE-003348,20-02-2026,Bangalore,1,South,2,B,P1,4386,27,Wholesale,3
SALE-003349,04-03-2026,Bangalore,1,North,1,A,P1,73415,40,Retail,2
SALE-003350,25-03-2026,Mumbai,4,West,3,E,P6,3497,234,Retail,2
SALE-003351,28-03-2025,Delhi,3,North,1,E,P6,79575,356,Wholesale,3
SALE-003352,11-04-2025,Mumbai,4,North,1,D,P4,30476,109,Wholesale,3
SALE-003353,08-01-2025,Bangalore,1,North,1,E,P3,69339,420,Online,1
SALE-003354,29-11-2025,Bangalore,1,South,2,C,P1,12825,19,Wholesale,3
SALE-003355,19-07-2025,Delhi,3,South,2,E,P5,67753,125,Wholesale,3
SALE-003356,28-03-2025,Mumbai,4,West,3,A,P1,67061,91,Wholesale,3
SALE-003357,12-02-2025,Chennai,2,West,3,E,P4,8566,440,Online,1
SALE-003358,20-01-2026,Bangalore,1,North,1,B,P4,99584,70,Wholesale,3
SALE-003359,19-04-2025,Mumbai,4,North,1,C,P2,88497,336,Wholesale,3
SALE-003360,11-03-2026,Delhi,3,North,1,A,P5,20803,24,Wholesale,3
SALE-003361,12-02-2026,Delhi,3,South,2,A,P2,60911,254,Wholesale,3
SALE-003362,01-06-2025,Chennai,2,South,2,D,P1,35489,152,Online,1
SALE-003363,17-01-2025,Bangalore,1,West,3,D,P2,40289,158,Retail,2
SALE-003364,13-05-2025,Chennai,2,North,1,C,P4,19167,167,Online,1
SALE-003365,28-05-2025,Chennai,2,North,1,A,P3,96671,173,Retail,2
SALE-003366,04-10-2025,Chennai,2,South,2,B,P1,91612,99,Retail,2
SALE-003367,20-08-2025,Chennai,2,West,3,E,P4,79733,245,Online,1
SALE-003368,10-11-2025,Delhi,3,North,1,E,P1,17467,242,Retail,2
SALE-003369,19-02-2026,Bangalore,1,North,1,E,P2,55313,177,Wholesale,3
SALE-003370,01-01-2026,Chennai,2,West,3,D,P2,12532,163,Wholesale,3
SALE-003371,16-08-2025,Bangalore,1,North,1,A,P6,49658,148,Online,1
SALE-003372,19-05-2025,Delhi,3,South,2,A,P1,9225,292,Retail,2
SALE-003373,12-03-2026,Delhi,3,West,3,B,P6,45900,459,Wholesale,3
SALE-003374,03-02-2026,Mumbai,4,North,1,D,P1,70335,370,Online,1
SALE-003375,30-07-2025,Mumbai,4,North,1,B,P2,20828,147,Online,1
SALE-003376,26-01-2026,Bangalore,1,South,2,A,P1,54204,168,Retail,2
SALE-003377,28-01-2025,Mumbai,4,South,2,E,P6,65447,109,Retail,2
SALE-003378,20-02-2025,Chennai,2,South,2,D,P2,48288,345,Online,1
SALE-003379,18-03-2026,Bangalore,1,North,1,D,P6,21439,370,Retail,2
SALE-003380,18-09-2025,Delhi,3,North,1,D,P1,49736,22,Wholesale,3
SALE-003381,18-09-2025,Delhi,3,North,1,E,P3,71788,193,Online,1
SALE-003382,16-12-2025,Chennai,2,West,3,D,P1,4032,468,Online,1
SALE-003383,18-12-2025,Mumbai,4,South,2,C,P1,38930,255,Online,1
SALE-003384,08-01-2025,Bangalore,1,West,3,D,P4,70735,497,Online,1
SALE-003385,16-11-2025,Bangalore,1,South,2,E,P3,14328,227,Wholesale,3
SALE-003386,18-05-2025,Chennai,2,North,1,D,P2,81984,151,Retail,2
SALE-003387,07-02-2025,Mumbai,4,West,3,C,P2,98769,152,Retail,2
SALE-003388,21-04-2025,Bangalore,1,West,3,C,P5,53909,295,Retail,2
SALE-003389,25-04-2026,Chennai,2,South,2,D,P3,56456,87,Retail,2
SALE-003390,03-01-2026,Bangalore,1,West,3,A,P3,91948,38,Retail,2
SALE-003391,08-08-2025,Delhi,3,West,3,A,P1,76305,127,Online,1
SALE-003392,03-12-2025,Bangalore,1,North,1,B,P4,24438,175,Retail,2
SALE-003393,11-08-2025,Bangalore,1,South,2,C,P2,23464,391,Online,1
SALE-003394,16-05-2025,Bangalore,1,West,3,A,P2,86047,103,Retail,2
SALE-003395,13-09-2025,Mumbai,4,North,1,B,P4,28306,428,Wholesale,3
SALE-003396,26-12-2025,Mumbai,4,West,3,A,P6,29241,201,Wholesale,3
SALE-003397,13-02-2026,Chennai,2,North,1,D,P4,6313,221,Wholesale,3
SALE-003398,25-11-2025,Mumbai,4,West,3,C,P6,41400,169,Retail,2
SALE-003399,26-03-2026,Bangalore,1,North,1,A,P6,74796,107,Retail,2
SALE-003400,08-04-2026,Bangalore,1,North,1,D,P3,60021,426,Retail,2
SALE-003401,10-03-2026,Mumbai,4,South,2,B,P6,11536,74,Retail,2
SALE-003402,27-03-2026,Mumbai,4,North,1,D,P4,20642,463,Retail,2
SALE-003403,18-02-2025,Bangalore,1,West,3,B,P4,27673,48,Wholesale,3
SALE-003404,19-10-2025,Bangalore,1,North,1,A,P1,8325,378,Retail,2
SALE-003405,17-01-2026,Delhi,3,North,1,E,P3,2149,72,Online,1
SALE-003406,20-11-2025,Chennai,2,West,3,D,P6,29377,493,Retail,2
SALE-003407,19-03-2025,Mumbai,4,West,3,E,P5,57301,489,Wholesale,3
SALE-003408,15-04-2025,Chennai,2,North,1,C,P5,25888,494,Wholesale,3
SALE-003409,18-06-2025,Bangalore,1,West,3,E,P2,40811,406,Retail,2
SALE-003410,05-08-2025,Chennai,2,North,1,C,P4,79085,191,Retail,2
SALE-003411,13-01-2026,Mumbai,4,North,1,A,P1,18004,468,Retail,2
SALE-003412,29-04-2025,Mumbai,4,North,1,A,P4,46996,441,Wholesale,3
SALE-003413,09-07-2025,Chennai,2,West,3,D,P2,17977,338,Wholesale,3
SALE-003414,12-09-2025,Mumbai,4,South,2,E,P4,28472,184,Retail,2
SALE-003415,05-01-2026,Delhi,3,South,2,C,P5,54691,418,Wholesale,3
SALE-003416,23-09-2025,Bangalore,1,North,1,C,P3,81352,23,Wholesale,3
SALE-003417,29-05-2025,Bangalore,1,North,1,E,P4,34379,28,Retail,2
SALE-003418,13-06-2025,Mumbai,4,West,3,A,P6,31314,169,Retail,2
SALE-003419,20-05-2025,Bangalore,1,South,2,A,P5,14144,10,Wholesale,3
SALE-003420,13-12-2025,Delhi,3,South,2,C,P5,58970,308,Retail,2
SALE-003421,15-09-2025,Mumbai,4,South,2,D,P2,60291,107,Retail,2
SALE-003422,09-01-2026,Delhi,3,West,3,A,P3,15668,312,Wholesale,3
SALE-003423,26-09-2025,Delhi,3,West,3,B,P2,11159,407,Online,1
SALE-003424,30-06-2025,Bangalore,1,West,3,C,P1,43386,138,Online,1
SALE-003425,09-06-2025,Bangalore,1,North,1,E,P6,93190,243,Online,1
SALE-003426,17-12-2025,Chennai,2,West,3,E,P3,41654,449,Wholesale,3
SALE-003427,04-02-2026,Delhi,3,North,1,C,P1,94115,29,Online,1
SALE-003428,15-10-2025,Bangalore,1,North,1,C,P3,74259,430,Online,1
SALE-003429,15-10-2025,Delhi,3,North,1,A,P5,77182,41,Wholesale,3
SALE-003430,15-01-2026,Chennai,2,North,1,C,P1,14799,197,Retail,2
SALE-003431,14-08-2025,Delhi,3,West,3,C,P3,13928,300,Wholesale,3
SALE-003432,11-01-2025,Mumbai,4,West,3,B,P3,43133,29,Retail,2
SALE-003433,10-01-2025,Chennai,2,South,2,E,P1,84847,116,Retail,2
SALE-003434,28-09-2025,Chennai,2,South,2,A,P3,43308,50,Retail,2
SALE-003435,30-09-2025,Delhi,3,North,1,D,P2,48383,497,Online,1
SALE-003436,28-02-2026,Delhi,3,South,2,A,P2,86627,20,Wholesale,3
SALE-003437,06-02-2026,Bangalore,1,South,2,E,P1,4360,191,Retail,2
SALE-003438,02-07-2025,Mumbai,4,South,2,D,P5,46631,8,Wholesale,3
SALE-003439,02-04-2026,Chennai,2,North,1,C,P4,74422,217,Wholesale,3
SALE-003440,02-06-2025,Chennai,2,South,2,B,P1,20259,193,Wholesale,3
SALE-003441,11-11-2025,Chennai,2,West,3,B,P6,2577,100,Retail,2
SALE-003442,30-11-2025,Bangalore,1,North,1,E,P1,38065,300,Online,1
SALE-003443,04-05-2025,Mumbai,4,West,3,E,P1,40483,272,Retail,2
SALE-003444,18-04-2026,Chennai,2,North,1,B,P6,37201,69,Wholesale,3
SALE-003445,24-04-2025,Chennai,2,West,3,D,P6,33653,434,Online,1
SALE-003446,05-10-2025,Bangalore,1,South,2,D,P6,98586,498,Online,1
SALE-003447,18-02-2026,Delhi,3,North,1,A,P1,98266,115,Online,1
SALE-003448,13-04-2026,Chennai,2,West,3,C,P2,56360,381,Wholesale,3
SALE-003449,01-08-2025,Mumbai,4,North,1,D,P1,99202,141,Retail,2
SALE-003450,21-06-2025,Mumbai,4,West,3,C,P5,83453,193,Wholesale,3
SALE-003451,15-10-2025,Mumbai,4,South,2,E,P4,80321,328,Wholesale,3
SALE-003452,11-03-2026,Mumbai,4,North,1,D,P4,8615,385,Retail,2
SALE-003453,23-06-2025,Bangalore,1,North,1,D,P5,69990,20,Wholesale,3
SALE-003454,23-04-2025,Chennai,2,West,3,D,P1,22527,103,Wholesale,3
SALE-003455,11-01-2026,Bangalore,1,West,3,A,P4,78341,371,Wholesale,3
SALE-003456,09-02-2026,Mumbai,4,South,2,E,P2,62479,153,Retail,2
SALE-003457,02-05-2025,Mumbai,4,West,3,B,P4,77880,285,Retail,2
SALE-003458,01-02-2025,Mumbai,4,West,3,A,P6,97150,195,Online,1
SALE-003459,10-08-2025,Bangalore,1,West,3,A,P5,37640,477,Retail,2
SALE-003460,29-04-2025,Mumbai,4,South,2,D,P4,57068,253,Retail,2
SALE-003461,08-02-2025,Chennai,2,South,2,A,P5,77018,274,Online,1
SALE-003462,25-09-2025,Mumbai,4,North,1,B,P1,16002,373,Online,1
SALE-003463,21-08-2025,Chennai,2,South,2,A,P4,76069,466,Wholesale,3
SALE-003464,07-03-2026,Chennai,2,West,3,A,P5,2758,344,Online,1
SALE-003465,18-01-2025,Mumbai,4,North,1,D,P2,35712,441,Retail,2
SALE-003466,29-05-2025,Bangalore,1,South,2,E,P2,88489,437,Online,1
SALE-003467,01-02-2026,Delhi,3,South,2,B,P3,18939,70,Retail,2
SALE-003468,29-05-2025,Delhi,3,West,3,D,P4,62558,92,Wholesale,3
SALE-003469,06-05-2025,Chennai,2,West,3,A,P1,49938,62,Wholesale,3
SALE-003470,27-01-2026,Bangalore,1,South,2,B,P6,68138,52,Online,1
SALE-003471,29-10-2025,Delhi,3,North,1,C,P3,19937,78,Wholesale,3
SALE-003472,26-12-2025,Mumbai,4,West,3,A,P4,9767,154,Online,1
SALE-003473,26-08-2025,Mumbai,4,South,2,E,P2,67405,199,Online,1
SALE-003474,15-05-2025,Chennai,2,South,2,A,P1,35093,250,Wholesale,3
SALE-003475,31-05-2025,Bangalore,1,West,3,E,P2,23971,267,Wholesale,3
SALE-003476,24-08-2025,Bangalore,1,North,1,C,P4,52943,21,Retail,2
SALE-003477,12-08-2025,Delhi,3,North,1,D,P6,43169,197,Online,1
SALE-003478,22-07-2025,Delhi,3,North,1,D,P1,5247,159,Wholesale,3
SALE-003479,13-09-2025,Mumbai,4,West,3,D,P1,72586,45,Wholesale,3
SALE-003480,27-03-2025,Chennai,2,West,3,B,P3,86526,109,Wholesale,3
SALE-003481,30-05-2025,Bangalore,1,West,3,E,P1,93679,192,Retail,2
SALE-003482,23-08-2025,Delhi,3,North,1,A,P4,71869,283,Retail,2
SALE-003483,11-12-2025,Delhi,3,North,1,B,P6,86647,225,Wholesale,3
SALE-003484,22-01-2025,Chennai,2,West,3,B,P6,91053,162,Wholesale,3
SALE-003485,14-12-2025,Chennai,2,West,3,A,P5,6606,50,Wholesale,3
SALE-003486,12-10-2025,Mumbai,4,West,3,C,P5,76708,100,Wholesale,3
SALE-003487,26-09-2025,Chennai,2,North,1,D,P1,16347,238,Online,1
SALE-003488,11-04-2026,Mumbai,4,South,2,C,P5,21222,383,Retail,2
SALE-003489,15-09-2025,Mumbai,4,South,2,C,P6,76070,197,Retail,2
SALE-003490,29-01-2025,Chennai,2,North,1,D,P4,43649,410,Retail,2
SALE-003491,01-08-2025,Chennai,2,West,3,C,P3,92016,48,Online,1
SALE-003492,08-04-2026,Chennai,2,West,3,B,P2,45434,436,Retail,2
SALE-003493,12-03-2026,Chennai,2,West,3,A,P2,76590,383,Retail,2
SALE-003494,10-10-2025,Chennai,2,West,3,B,P4,78592,483,Online,1
SALE-003495,19-02-2025,Mumbai,4,North,1,B,P3,17919,340,Retail,2
SALE-003496,05-04-2025,Delhi,3,South,2,E,P4,16398,78,Wholesale,3
SALE-003497,08-04-2026,Bangalore,1,South,2,D,P1,99990,133,Wholesale,3
SALE-003498,11-02-2026,Bangalore,1,North,1,D,P3,21156,396,Wholesale,3
SALE-003499,29-03-2025,Mumbai,4,West,3,B,P6,40524,13,Online,1
SALE-003500,13-02-2025,Mumbai,4,South,2,D,P5,9929,240,Online,1
SALE-003501,06-04-2026,Delhi,3,North,1,E,P1,18171,347,Retail,2
SALE-003502,05-10-2025,Chennai,2,West,3,A,P5,18156,475,Retail,2
SALE-003503,20-06-2025,Mumbai,4,South,2,C,P1,91347,16,Wholesale,3
SALE-003504,25-02-2026,Bangalore,1,North,1,D,P1,48523,435,Online,1
SALE-003505,08-07-2025,Chennai,2,South,2,B,P1,74082,438,Retail,2
SALE-003506,19-12-2025,Mumbai,4,South,2,D,P1,82597,324,Wholesale,3
SALE-003507,03-07-2025,Chennai,2,North,1,B,P3,99993,397,Retail,2
SALE-003508,03-01-2025,Bangalore,1,North,1,C,P3,8955,402,Wholesale,3
SALE-003509,10-07-2025,Chennai,2,South,2,D,P1,64612,237,Wholesale,3
SALE-003510,28-04-2025,Mumbai,4,South,2,C,P4,22972,76,Retail,2
SALE-003511,19-01-2025,Mumbai,4,North,1,B,P1,6267,147,Wholesale,3
SALE-003512,23-01-2025,Bangalore,1,West,3,E,P1,91885,81,Retail,2
SALE-003513,17-02-2026,Delhi,3,West,3,E,P4,96916,298,Retail,2
SALE-003514,30-01-2025,Delhi,3,West,3,A,P4,48385,199,Retail,2
SALE-003515,22-10-2025,Chennai,2,West,3,B,P1,25726,405,Wholesale,3
SALE-003516,18-04-2025,Mumbai,4,North,1,B,P2,63852,238,Online,1
SALE-003517,02-01-2026,Mumbai,4,West,3,B,P2,30592,487,Online,1
SALE-003518,08-10-2025,Bangalore,1,South,2,E,P4,95211,181,Retail,2
SALE-003519,08-05-2025,Bangalore,1,West,3,E,P1,60226,1,Wholesale,3
SALE-003520,17-08-2025,Mumbai,4,North,1,E,P6,62321,142,Online,1
SALE-003521,21-04-2025,Bangalore,1,West,3,D,P5,53385,131,Online,1
SALE-003522,16-05-2025,Delhi,3,West,3,D,P5,59970,352,Online,1
SALE-003523,28-12-2025,Delhi,3,North,1,E,P1,27041,9,Wholesale,3
SALE-003524,05-07-2025,Chennai,2,West,3,C,P1,70747,267,Retail,2
SALE-003525,24-05-2025,Bangalore,1,North,1,D,P1,6986,407,Wholesale,3
SALE-003526,13-03-2025,Chennai,2,West,3,D,P5,28635,158,Wholesale,3
SALE-003527,09-05-2025,Bangalore,1,North,1,D,P5,44194,431,Wholesale,3
SALE-003528,30-12-2025,Bangalore,1,West,3,D,P4,88419,119,Wholesale,3
SALE-003529,18-09-2025,Delhi,3,South,2,A,P3,87048,261,Wholesale,3
SALE-003530,03-01-2025,Mumbai,4,South,2,D,P4,24356,30,Wholesale,3
SALE-003531,25-03-2026,Bangalore,1,North,1,C,P4,6084,243,Online,1
SALE-003532,23-01-2026,Bangalore,1,North,1,A,P2,11096,218,Wholesale,3
SALE-003533,14-04-2025,Bangalore,1,North,1,D,P6,57100,324,Retail,2
SALE-003534,12-08-2025,Mumbai,4,South,2,B,P4,68596,91,Retail,2
SALE-003535,16-11-2025,Chennai,2,North,1,A,P4,64388,413,Online,1
SALE-003536,28-12-2025,Chennai,2,West,3,D,P4,8463,173,Retail,2
SALE-003537,20-12-2025,Bangalore,1,North,1,C,P4,20709,358,Wholesale,3
SALE-003538,18-04-2026,Bangalore,1,North,1,E,P3,19445,246,Retail,2
SALE-003539,10-01-2025,Chennai,2,West,3,D,P2,94447,135,Online,1
SALE-003540,09-02-2026,Chennai,2,West,3,B,P5,25735,144,Online,1
SALE-003541,19-01-2026,Delhi,3,South,2,C,P6,18290,328,Retail,2
SALE-003542,29-10-2025,Bangalore,1,West,3,A,P1,85706,89,Wholesale,3
SALE-003543,19-08-2025,Chennai,2,West,3,C,P5,33068,472,Retail,2
SALE-003544,07-08-2025,Delhi,3,North,1,D,P2,47769,169,Online,1
SALE-003545,15-02-2026,Mumbai,4,South,2,B,P4,60044,489,Wholesale,3
SALE-003546,07-03-2025,Bangalore,1,West,3,C,P5,98324,445,Online,1
SALE-003547,01-03-2026,Chennai,2,South,2,C,P4,81324,179,Wholesale,3
SALE-003548,22-04-2025,Bangalore,1,West,3,E,P6,32553,55,Online,1
SALE-003549,13-01-2025,Delhi,3,South,2,E,P3,28289,192,Retail,2
SALE-003550,28-01-2026,Chennai,2,West,3,D,P3,5428,179,Wholesale,3
SALE-003551,24-02-2026,Mumbai,4,North,1,A,P6,32611,21,Online,1
SALE-003552,27-03-2025,Mumbai,4,South,2,A,P6,68109,107,Online,1
SALE-003553,22-08-2025,Delhi,3,South,2,B,P2,77784,442,Online,1
SALE-003554,31-03-2025,Mumbai,4,West,3,D,P6,76879,80,Retail,2
SALE-003555,10-11-2025,Mumbai,4,South,2,A,P5,37018,233,Retail,2
SALE-003556,23-02-2025,Mumbai,4,West,3,C,P3,95606,431,Online,1
SALE-003557,12-01-2025,Mumbai,4,South,2,D,P6,22088,139,Online,1
SALE-003558,28-07-2025,Mumbai,4,South,2,C,P2,3077,445,Retail,2
SALE-003559,07-04-2026,Mumbai,4,North,1,B,P2,47239,200,Retail,2
SALE-003560,14-01-2025,Mumbai,4,North,1,D,P2,71065,99,Wholesale,3
SALE-003561,01-05-2025,Chennai,2,South,2,B,P5,83950,366,Online,1
SALE-003562,22-02-2026,Mumbai,4,North,1,E,P6,19214,134,Retail,2
SALE-003563,13-03-2026,Chennai,2,South,2,B,P5,72100,229,Online,1
SALE-003564,12-01-2026,Bangalore,1,West,3,E,P2,50935,203,Wholesale,3
SALE-003565,20-01-2025,Delhi,3,South,2,D,P1,91826,156,Wholesale,3
SALE-003566,16-03-2025,Mumbai,4,South,2,C,P6,71564,170,Online,1
SALE-003567,04-02-2026,Delhi,3,North,1,C,P6,24860,436,Retail,2
SALE-003568,31-08-2025,Mumbai,4,North,1,C,P5,9781,267,Wholesale,3
SALE-003569,11-08-2025,Chennai,2,West,3,B,P5,85630,198,Online,1
SALE-003570,11-03-2025,Mumbai,4,West,3,D,P1,22881,424,Retail,2
SALE-003571,08-11-2025,Bangalore,1,West,3,D,P5,74914,414,Online,1
SALE-003572,30-07-2025,Delhi,3,South,2,E,P5,10243,184,Online,1
SALE-003573,11-04-2025,Delhi,3,West,3,D,P6,50641,206,Retail,2
SALE-003574,05-07-2025,Bangalore,1,West,3,C,P3,44972,333,Online,1
SALE-003575,12-05-2025,Chennai,2,North,1,D,P1,76095,99,Online,1
SALE-003576,21-04-2025,Chennai,2,North,1,E,P3,71322,390,Retail,2
SALE-003577,16-01-2026,Bangalore,1,West,3,D,P6,84665,256,Online,1
SALE-003578,12-05-2025,Delhi,3,West,3,D,P1,66017,49,Retail,2
SALE-003579,20-01-2025,Mumbai,4,South,2,C,P1,28843,161,Retail,2
SALE-003580,29-01-2026,Chennai,2,South,2,D,P1,95422,139,Wholesale,3
SALE-003581,24-01-2025,Mumbai,4,North,1,B,P5,74416,321,Wholesale,3
SALE-003582,15-08-2025,Delhi,3,West,3,E,P2,7258,411,Online,1
SALE-003583,03-06-2025,Mumbai,4,West,3,E,P4,5898,414,Online,1
SALE-003584,20-10-2025,Bangalore,1,West,3,E,P2,92274,174,Online,1
SALE-003585,18-08-2025,Chennai,2,West,3,D,P5,47608,282,Retail,2
SALE-003586,14-04-2026,Chennai,2,West,3,B,P5,26169,156,Retail,2
SALE-003587,06-11-2025,Bangalore,1,South,2,E,P4,36353,361,Wholesale,3
SALE-003588,25-12-2025,Bangalore,1,South,2,A,P5,91621,160,Wholesale,3
SALE-003589,09-02-2026,Chennai,2,West,3,C,P1,20952,202,Online,1
SALE-003590,21-07-2025,Chennai,2,South,2,A,P3,70145,12,Retail,2
SALE-003591,07-02-2025,Chennai,2,South,2,A,P3,66848,245,Retail,2
SALE-003592,06-03-2026,Delhi,3,West,3,E,P1,53343,252,Retail,2
SALE-003593,17-09-2025,Delhi,3,South,2,A,P2,78021,375,Wholesale,3
